CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13791,17,30,10445.61,2,Champions
13792,77,4,695.88,0,At Risk
13793,116,1,157.24,3,Hibernating
13794,96,1,356.45,0,At Risk
13795,19,10,1294.11,1,Loyal Customers
13796,299,1,124.05,3,Hibernating
13797,109,2,130.78,3,Hibernating
13798,127,9,956.11,1,Loyal Customers
13799,20,9,2640.47,1,Loyal Customers
13800,84,2,541.73,0,At Risk
13801,253,3,1283.16,0,At Risk
13802,70,1,272.14,0,At Risk
13803,209,3,675.41,0,At Risk
13804,20,2,475.44,0,At Risk
13805,14,17,22427.35,2,Champions
13806,21,23,6622.23,2,Champions
13807,9,13,2700.94,2,Champions
13808,79,7,1426.37,1,Loyal Customers
13809,9,6,5098.77,1,Loyal Customers
13810,371,1,300.32,3,Hibernating
13811,15,1,337.51,0,At Risk
13812,139,4,2376.32,0,At Risk
13813,298,1,117.24,3,Hibernating
13814,175,1,182.33,3,Hibernating
13815,143,1,152.39,3,Hibernating
13816,25,15,2563.55,1,Loyal Customers
13817,110,4,548.31,0,At Risk
13818,253,1,288.69,3,Hibernating
13819,114,2,551.66,0,At Risk
13820,5,41,27531.49,2,Champions
13821,230,1,275.08,3,Hibernating
13822,14,33,36300.26,2,Champions
13823,165,1,345.92,3,Hibernating
13824,5,27,16837.7,2,Champions
13825,5,23,9927.96,2,Champions
13826,158,1,234.95,3,Hibernating
13827,85,2,241.5,0,At Risk
13828,86,3,1228.53,0,At Risk
13829,197,5,541.77,0,At Risk
13830,255,1,50.98,3,Hibernating
13831,44,6,1002.69,1,Loyal Customers
13832,144,1,90.22,3,Hibernating
13833,9,16,7882.37,2,Champions
13834,47,6,1182.5,1,Loyal Customers
13835,246,1,106.39,3,Hibernating
13836,21,1,690.0,0,At Risk
13837,254,1,34.12,3,Hibernating
13838,22,18,7625.45,2,Champions
13839,8,15,3065.81,2,Champions
13840,8,18,6850.04,2,Champions
13841,47,1,127.71,0,At Risk
13842,215,1,343.37,3,Hibernating
13843,38,5,1485.2,1,Loyal Customers
13844,25,27,7967.08,2,Champions
13845,30,3,387.0,0,At Risk
13846,72,12,1793.15,1,Loyal Customers
13847,93,4,1606.71,0,At Risk
13848,121,1,211.87,3,Hibernating
13849,8,19,8217.01,2,Champions
13850,50,3,583.57,0,At Risk
13851,49,1,31.3,3,Hibernating
13852,45,4,1622.5,1,Loyal Customers
13853,37,2,400.55,0,At Risk
13854,88,1,531.3,0,At Risk
13855,70,5,1098.15,1,Loyal Customers
13856,19,26,9579.73,2,Champions
13857,25,2,251.69,0,At Risk
13858,119,1,134.3,3,Hibernating
13859,85,6,4247.46,1,Loyal Customers
13860,211,1,56.81,3,Hibernating
13861,129,6,481.26,0,At Risk
13862,80,2,711.32,0,At Risk
13863,160,1,366.42,3,Hibernating
13864,97,2,1103.68,0,At Risk
13865,73,2,599.18,0,At Risk
13866,4,18,20849.39,2,Champions
13867,223,3,612.73,0,At Risk
13868,309,2,422.61,3,Hibernating
13869,44,1,29.47,3,Hibernating
13870,49,5,982.93,1,Loyal Customers
13871,56,3,877.47,0,At Risk
13872,86,5,1080.92,1,Loyal Customers
13873,49,7,3022.1,1,Loyal Customers
13874,248,1,64.89,3,Hibernating
13875,20,11,2918.86,1,Loyal Customers
13876,316,1,134.23,3,Hibernating
13877,33,21,10775.53,2,Champions
13878,172,2,629.08,0,At Risk
13879,3,16,20861.11,2,Champions
13880,184,1,145.57,3,Hibernating
13881,28,2,949.87,0,At Risk
13882,65,1,75.67,3,Hibernating
13883,285,1,109.01,3,Hibernating
13884,70,4,2011.82,1,Loyal Customers
13885,11,2,785.15,1,Loyal Customers
13886,162,1,46.28,3,Hibernating
13887,47,7,3301.79,1,Loyal Customers
13888,7,39,27668.29,2,Champions
13889,169,3,460.28,0,At Risk
13890,373,1,312.1,3,Hibernating
13891,46,2,286.48,0,At Risk
13892,373,1,236.07,3,Hibernating
13893,109,1,202.43,3,Hibernating
13894,54,6,1087.04,1,Loyal Customers
13895,34,6,2095.01,1,Loyal Customers
13896,333,1,209.23,3,Hibernating
13897,43,6,924.02,1,Loyal Customers
13898,65,8,876.14,1,Loyal Customers
13899,25,2,567.67,0,At Risk
13900,346,1,129.78,3,Hibernating
13901,15,3,790.48,1,Loyal Customers
13902,50,6,858.9,1,Loyal Customers
13903,20,41,6644.77,2,Champions
13904,12,22,28903.46,2,Champions
13905,310,1,72.1,3,Hibernating
13906,63,4,384.54,0,At Risk
13907,88,5,1460.72,1,Loyal Customers
13908,366,2,347.14,3,Hibernating
13909,40,3,803.54,0,At Risk
13910,164,1,118.04,3,Hibernating
13911,69,1,181.14,0,At Risk
13912,373,1,103.16,3,Hibernating
13913,309,2,505.22,3,Hibernating
13914,67,9,5984.04,1,Loyal Customers
13915,317,1,74.13,3,Hibernating
13916,9,30,10772.37,2,Champions
13917,373,2,377.13,3,Hibernating
13918,23,2,997.57,0,At Risk
13919,78,2,418.76,0,At Risk
13920,159,1,101.14,3,Hibernating
13921,119,2,292.03,0,At Risk
13922,12,14,5783.11,2,Champions
13923,300,1,148.48,3,Hibernating
13924,116,1,274.67,3,Hibernating
13925,83,1,131.8,3,Hibernating
13926,327,1,129.35,3,Hibernating
13927,179,1,183.89,3,Hibernating
13928,153,1,155.7,3,Hibernating
13929,6,13,3617.38,2,Champions
13930,150,2,273.81,3,Hibernating
13931,147,4,1153.71,0,At Risk
13932,61,1,179.96,0,At Risk
13933,26,21,7362.84,2,Champions
13934,48,2,536.73,0,At Risk
13935,19,3,292.76,0,At Risk
13936,318,2,299.27,3,Hibernating
13937,201,1,185.41,3,Hibernating
13938,138,1,201.44,3,Hibernating
13939,1,31,36229.43,2,Champions
13940,21,9,2537.12,1,Loyal Customers
13941,262,2,189.42,3,Hibernating
13942,35,7,1549.64,1,Loyal Customers
13943,16,36,14604.93,2,Champions
13944,53,2,550.96,0,At Risk
13945,148,1,35.23,3,Hibernating
13946,191,1,544.6,3,Hibernating
13947,18,2,602.01,0,At Risk
13948,38,10,3781.81,1,Loyal Customers
13949,254,1,179.15,3,Hibernating
13950,39,7,1153.24,1,Loyal Customers
13951,74,3,1035.43,0,At Risk
13952,4,38,4553.11,2,Champions
13953,92,8,2603.03,1,Loyal Customers
13954,162,1,82.49,3,Hibernating
13955,311,1,306.79,3,Hibernating
13956,27,7,2785.83,1,Loyal Customers
13957,144,1,416.78,3,Hibernating
13958,42,1,214.74,0,At Risk
13959,171,1,125.79,3,Hibernating
13960,34,10,2802.92,1,Loyal Customers
13961,46,1,111.78,0,At Risk
13962,263,1,96.82,3,Hibernating
13963,311,1,224.46,3,Hibernating
13964,106,1,99.12,3,Hibernating
13965,210,4,591.92,0,At Risk
13966,201,1,85.7,3,Hibernating
13967,373,1,327.16,3,Hibernating
13968,16,9,1701.71,1,Loyal Customers
13969,14,1,142.31,0,At Risk
13970,118,2,572.58,0,At Risk
13971,84,4,651.18,0,At Risk
13972,373,3,260.05,3,Hibernating
13973,65,2,351.54,0,At Risk
13974,48,4,726.28,0,At Risk
13975,45,9,5698.6,1,Loyal Customers
13976,233,1,93.79,3,Hibernating
13977,3,15,7399.72,2,Champions
13978,198,1,87.0,3,Hibernating
13979,8,20,10332.52,2,Champions
13980,68,3,1647.81,0,At Risk
13981,251,1,162.37,3,Hibernating
13982,18,14,4862.7,2,Champions
13983,184,1,89.18,3,Hibernating
13984,5,31,23071.51,2,Champions
13985,272,1,497.76,3,Hibernating
13986,87,1,520.91,0,At Risk
13987,191,1,93.55,3,Hibernating
13988,11,21,10144.15,2,Champions
13989,76,5,858.53,0,At Risk
13990,55,5,514.2,0,At Risk
13991,312,1,529.67,3,Hibernating
13992,230,1,246.09,3,Hibernating
13993,145,2,229.53,3,Hibernating
13994,123,2,345.05,0,At Risk
13995,193,4,667.08,0,At Risk
13996,152,3,1377.69,0,At Risk
13997,166,1,186.78,3,Hibernating
13998,247,1,102.67,3,Hibernating
13999,257,1,108.97,3,Hibernating
14000,253,1,331.23,3,Hibernating
14001,49,9,2833.74,1,Loyal Customers
14002,25,12,2463.54,1,Loyal Customers
14003,165,1,53.33,3,Hibernating
14004,85,1,294.16,0,At Risk
14005,5,8,3079.74,2,Champions
14006,130,1,255.75,3,Hibernating
14007,157,2,708.17,0,At Risk
14008,140,3,426.13,0,At Risk
14009,255,1,201.27,3,Hibernating
14010,23,13,5947.15,2,Champions
14011,38,3,661.95,0,At Risk
14012,9,20,13101.53,2,Champions
14013,149,1,195.16,3,Hibernating
14014,62,1,434.9,0,At Risk
14015,175,1,335.67,3,Hibernating
14016,148,1,209.91,3,Hibernating
14017,190,7,775.72,0,At Risk
14018,222,1,77.71,3,Hibernating
14019,208,1,110.58,3,Hibernating
14020,152,1,312.94,3,Hibernating
14021,3,18,10169.53,2,Champions
14022,21,3,780.81,1,Loyal Customers
14023,53,4,632.65,0,At Risk
14024,41,4,1909.57,1,Loyal Customers
14025,140,1,118.31,3,Hibernating
14026,55,4,1060.24,1,Loyal Customers
14027,287,1,138.91,3,Hibernating
14028,13,15,17860.23,2,Champions
14029,214,1,160.23,3,Hibernating
14030,20,5,983.12,1,Loyal Customers
14031,123,6,2018.3,1,Loyal Customers
14032,40,6,1453.9,1,Loyal Customers
14033,173,1,342.2,3,Hibernating
14034,22,3,647.06,1,Loyal Customers
14035,153,1,217.93,3,Hibernating
14036,108,7,1389.88,1,Loyal Customers
14037,202,1,394.99,3,Hibernating
14038,139,1,67.48,3,Hibernating
14039,65,1,214.05,0,At Risk
14040,197,1,186.31,3,Hibernating
14041,35,7,2193.36,1,Loyal Customers
14042,60,2,954.74,0,At Risk
14043,49,1,256.68,0,At Risk
14044,112,1,162.77,3,Hibernating
14045,14,11,13821.65,2,Champions
14046,88,4,714.06,0,At Risk
14047,373,1,274.88,3,Hibernating
14048,154,3,354.98,0,At Risk
14049,51,6,852.39,1,Loyal Customers
14050,33,2,557.36,0,At Risk
14051,215,1,164.47,3,Hibernating
14052,81,6,1684.37,1,Loyal Customers
14053,46,4,1219.11,1,Loyal Customers
14054,96,1,135.15,3,Hibernating
14055,154,1,150.67,3,Hibernating
14056,1,15,11640.12,2,Champions
14057,172,2,424.69,0,At Risk
14058,39,13,13217.66,2,Champions
14059,184,1,268.54,3,Hibernating
14060,58,7,1169.94,1,Loyal Customers
14061,38,2,186.22,0,At Risk
14062,32,3,632.39,0,At Risk
14063,192,8,1308.05,1,Loyal Customers
14064,12,32,13428.54,2,Champions
14065,144,1,86.99,3,Hibernating
14066,201,1,1007.37,0,At Risk
14067,142,2,806.35,0,At Risk
14068,143,1,62.38,3,Hibernating
14069,42,3,569.61,0,At Risk
14070,27,8,3142.35,1,Loyal Customers
14071,93,7,2294.33,1,Loyal Customers
14072,290,1,133.8,3,Hibernating
14073,12,13,9108.91,2,Champions
14074,286,1,38.27,3,Hibernating
14075,161,1,135.12,3,Hibernating
14076,161,2,155.02,3,Hibernating
14077,24,1,203.45,0,At Risk
14078,8,14,6125.69,2,Champions
14079,102,1,349.69,0,At Risk
14080,204,1,232.52,3,Hibernating
14081,15,4,724.53,1,Loyal Customers
14082,58,4,1883.79,1,Loyal Customers
14083,373,1,145.89,3,Hibernating
14084,51,18,17122.53,2,Champions
14085,67,4,779.16,0,At Risk
14086,79,5,3128.33,1,Loyal Customers
14087,19,13,13045.55,2,Champions
14088,338,1,280.54,3,Hibernating
14089,229,1,214.22,3,Hibernating
14090,20,2,369.22,0,At Risk
14091,373,1,271.38,3,Hibernating
14092,16,31,13086.68,2,Champions
14093,373,1,88.51,3,Hibernating
14094,128,1,290.81,3,Hibernating
14095,50,2,369.51,0,At Risk
14096,60,2,1572.1,0,At Risk
14097,99,1,151.69,3,Hibernating
14098,24,8,1862.4,1,Loyal Customers
14099,35,2,322.2,0,At Risk
14100,79,3,448.62,0,At Risk
14101,2,23,3958.03,2,Champions
14102,53,21,9408.64,2,Champions
14103,38,9,1333.3,1,Loyal Customers
14104,192,1,217.39,3,Hibernating
14105,37,3,1293.69,1,Loyal Customers
14106,90,1,95.08,3,Hibernating
14107,14,3,737.3,1,Loyal Customers
14108,31,5,1019.89,1,Loyal Customers
14109,96,1,314.59,0,At Risk
14110,5,32,10749.12,2,Champions
14111,134,3,337.02,0,At Risk
14112,54,2,1415.77,0,At Risk
14113,75,2,148.78,0,At Risk
14114,10,2,1037.97,1,Loyal Customers
14115,192,1,89.26,3,Hibernating
14116,9,11,5226.92,2,Champions
14117,187,1,172.21,3,Hibernating
14118,37,6,1837.03,1,Loyal Customers
14119,12,34,26268.28,2,Champions
14120,214,4,1271.52,0,At Risk
14121,46,2,1550.47,0,At Risk
14122,4,4,1166.42,1,Loyal Customers
14123,115,2,625.25,0,At Risk
14124,373,1,221.01,3,Hibernating
14125,56,3,337.83,0,At Risk
14126,191,2,431.68,3,Hibernating
14127,101,6,1461.68,1,Loyal Customers
14128,14,20,13717.66,2,Champions
14129,116,7,1046.51,1,Loyal Customers
14130,27,3,846.5,1,Loyal Customers
14131,10,4,1063.74,1,Loyal Customers
14132,15,42,18734.47,2,Champions
14133,41,8,2135.01,1,Loyal Customers
14134,37,7,1061.49,1,Loyal Customers
14135,36,7,967.93,1,Loyal Customers
14136,169,1,95.12,3,Hibernating
14137,136,1,172.04,3,Hibernating
14138,109,1,143.52,3,Hibernating
14139,38,16,11349.09,2,Champions
14140,8,21,12316.66,2,Champions
14141,86,2,731.54,0,At Risk
14142,2,28,10331.01,2,Champions
14143,50,5,1127.0,1,Loyal Customers
14144,45,3,726.72,0,At Risk
14145,232,1,166.77,3,Hibernating
14146,124,11,2886.28,1,Loyal Customers
14147,74,2,479.58,0,At Risk
14148,129,3,318.49,0,At Risk
14149,151,1,70.09,3,Hibernating
14150,75,10,2420.22,1,Loyal Customers
14151,222,1,228.11,3,Hibernating
14152,325,1,567.98,3,Hibernating
14153,50,2,683.37,0,At Risk
14154,129,3,422.66,0,At Risk
14155,350,1,169.44,3,Hibernating
14156,55,6,892.58,1,Loyal Customers
14157,33,3,626.1,0,At Risk
14158,31,11,3603.81,1,Loyal Customers
14159,167,2,633.4,0,At Risk
14160,9,16,6667.57,2,Champions
14161,100,3,539.96,0,At Risk
14162,10,2,352.86,0,At Risk
14163,184,1,120.24,3,Hibernating
14164,237,2,701.3,0,At Risk
14165,148,3,487.51,0,At Risk
14166,84,1,195.9,3,Hibernating
14167,35,6,1608.05,1,Loyal Customers
14168,20,22,5796.78,2,Champions
14169,373,1,198.2,3,Hibernating
14170,18,22,9328.35,2,Champions
14171,139,3,872.03,0,At Risk
14172,80,3,615.05,0,At Risk
14173,267,1,195.23,3,Hibernating
14174,35,2,847.44,0,At Risk
14175,139,3,445.04,0,At Risk
14176,11,41,41125.62,2,Champions
14177,207,1,112.07,3,Hibernating
14178,270,3,815.49,0,At Risk
14179,110,1,294.23,3,Hibernating
14180,96,1,66.44,3,Hibernating
14181,36,8,1542.86,1,Loyal Customers
14182,71,3,826.16,0,At Risk
14183,261,1,345.03,3,Hibernating
14184,11,23,23892.8,2,Champions
14185,318,1,100.36,3,Hibernating
14186,169,1,96.82,3,Hibernating
14187,373,1,46.51,3,Hibernating
14188,244,2,93.67,3,Hibernating
14189,25,9,1552.51,1,Loyal Customers
14190,217,1,178.72,3,Hibernating
14191,7,31,38581.11,2,Champions
14192,109,1,56.85,3,Hibernating
14193,9,15,6579.54,2,Champions
14194,272,4,460.46,0,At Risk
14195,83,6,1082.94,1,Loyal Customers
14196,68,10,2392.85,1,Loyal Customers
14197,22,17,12516.21,2,Champions
14198,151,2,233.13,3,Hibernating
14199,29,8,2424.42,1,Loyal Customers
14200,39,8,1678.57,1,Loyal Customers
14201,103,4,750.75,0,At Risk
14202,28,1,357.69,0,At Risk
14203,373,1,133.56,3,Hibernating
14204,52,2,1036.93,0,At Risk
14205,36,1,220.56,0,At Risk
14206,20,5,796.01,1,Loyal Customers
14207,11,22,7779.24,2,Champions
14208,63,6,1080.23,1,Loyal Customers
14209,17,32,8882.67,2,Champions
14210,11,29,10490.56,2,Champions
14211,27,28,17146.64,2,Champions
14212,118,3,556.66,0,At Risk
14213,90,1,189.52,3,Hibernating
14214,41,15,5687.28,1,Loyal Customers
14215,146,4,749.92,0,At Risk
14216,126,1,192.54,3,Hibernating
14217,183,1,121.16,3,Hibernating
14218,36,1,147.21,0,At Risk
14219,373,1,155.49,3,Hibernating
14220,175,1,69.73,3,Hibernating
14221,277,1,155.49,3,Hibernating
14222,357,1,173.77,3,Hibernating
14223,14,17,6101.46,2,Champions
14224,66,1,180.97,0,At Risk
14225,278,1,93.55,3,Hibernating
14226,32,3,1215.98,1,Loyal Customers
14227,9,13,4975.21,2,Champions
14228,253,1,155.11,3,Hibernating
14229,6,14,3555.91,2,Champions
14230,324,1,59.81,3,Hibernating
14231,23,11,4525.16,1,Loyal Customers
14232,373,1,104.83,3,Hibernating
14233,10,14,10573.76,2,Champions
14234,334,1,417.05,3,Hibernating
14235,98,3,885.44,0,At Risk
14236,207,1,204.37,3,Hibernating
14237,39,9,2209.06,1,Loyal Customers
14238,13,24,22467.55,2,Champions
14239,40,2,915.08,0,At Risk
14240,9,25,13057.71,2,Champions
14241,274,2,193.75,3,Hibernating
14242,16,31,22220.0,2,Champions
14243,19,12,3639.0,1,Loyal Customers
14244,125,1,111.77,3,Hibernating
14245,40,9,4256.82,1,Loyal Customers
14246,33,3,1027.45,1,Loyal Customers
14247,237,2,322.33,3,Hibernating
14248,57,3,1504.97,0,At Risk
14249,361,1,107.67,3,Hibernating
14250,100,1,111.43,3,Hibernating
14251,32,2,472.36,0,At Risk
14252,95,6,3711.19,1,Loyal Customers
14253,192,1,102.75,3,Hibernating
14254,35,4,1709.92,1,Loyal Customers
14255,304,1,225.44,3,Hibernating
14256,4,1,623.92,1,Loyal Customers
14257,220,4,992.27,0,At Risk
14258,291,1,274.82,3,Hibernating
14259,14,29,6369.89,2,Champions
14260,32,5,695.95,1,Loyal Customers
14261,27,27,11961.28,2,Champions
14262,278,1,353.18,3,Hibernating
14263,200,4,1215.46,0,At Risk
14264,17,6,1728.4,1,Loyal Customers
14265,5,15,11322.99,2,Champions
14266,221,1,374.94,3,Hibernating
14267,10,8,2029.19,1,Loyal Customers
14268,35,2,799.35,0,At Risk
14269,22,22,8918.85,2,Champions
14270,30,6,1111.76,1,Loyal Customers
14271,13,11,3419.17,2,Champions
14272,127,1,130.2,3,Hibernating
14273,88,4,468.09,0,At Risk
14274,12,25,8136.58,2,Champions
14275,161,3,724.32,0,At Risk
14276,23,4,2378.86,1,Loyal Customers
14277,5,12,10567.18,2,Champions
14278,133,1,399.42,3,Hibernating
14279,24,2,595.88,0,At Risk
14280,276,1,114.56,3,Hibernating
14281,168,1,302.77,3,Hibernating
14282,36,6,905.57,1,Loyal Customers
14283,61,1,125.8,3,Hibernating
14284,93,1,58.23,3,Hibernating
14285,44,7,1469.61,1,Loyal Customers
14286,94,1,447.57,0,At Risk
14287,260,1,93.39,3,Hibernating
14288,4,11,2772.24,2,Champions
14289,35,2,476.28,0,At Risk
14290,95,1,119.17,3,Hibernating
14291,18,14,9003.3,2,Champions
14292,60,11,3151.0,1,Loyal Customers
14293,140,5,889.25,0,At Risk
14294,158,1,140.96,3,Hibernating
14295,181,1,67.78,3,Hibernating
14296,16,11,4760.9,2,Champions
14297,40,3,704.78,0,At Risk
14298,19,30,8356.87,2,Champions
14299,24,4,1558.46,1,Loyal Customers
14300,112,5,2538.62,1,Loyal Customers
14301,69,1,442.31,0,At Risk
14302,136,2,429.09,0,At Risk
14303,67,3,505.78,0,At Risk
14304,174,1,170.37,3,Hibernating
14305,253,1,212.57,3,Hibernating
14306,48,2,460.87,0,At Risk
14307,219,1,200.75,3,Hibernating
14308,336,1,138.97,3,Hibernating
14309,27,4,1190.57,1,Loyal Customers
14310,24,5,1097.86,1,Loyal Customers
14311,44,6,3587.52,1,Loyal Customers
14312,246,1,100.31,3,Hibernating
14313,16,20,18961.68,2,Champions
14314,336,1,481.35,3,Hibernating
14315,34,6,1631.44,1,Loyal Customers
14316,247,1,133.42,3,Hibernating
14317,4,7,2876.15,2,Champions
14318,254,2,236.06,3,Hibernating
14319,23,30,20451.34,2,Champions
14320,63,2,793.91,0,At Risk
14321,245,1,130.68,3,Hibernating
14322,16,7,4519.43,1,Loyal Customers
14323,64,5,707.56,0,At Risk
14324,108,1,143.78,3,Hibernating
14325,129,1,167.23,3,Hibernating
14326,4,30,8108.85,2,Champions
14327,76,1,156.19,3,Hibernating
14328,26,8,4360.85,1,Loyal Customers
14329,53,4,1377.89,1,Loyal Customers
14330,147,10,1918.32,1,Loyal Customers
14331,1,35,5562.26,2,Champions
14332,83,1,324.53,0,At Risk
14333,55,6,673.17,1,Loyal Customers
14334,107,1,48.44,3,Hibernating
14335,142,1,413.58,3,Hibernating
14336,49,2,450.62,0,At Risk
14337,165,1,94.37,3,Hibernating
14338,129,2,499.41,0,At Risk
14339,85,10,1272.58,1,Loyal Customers
14340,172,1,176.85,3,Hibernating
14341,40,1,218.66,0,At Risk
14342,60,6,1591.62,1,Loyal Customers
14343,64,6,1816.16,1,Loyal Customers
14344,64,5,726.14,0,At Risk
14345,39,4,1431.26,1,Loyal Customers
14346,138,1,330.73,3,Hibernating
14347,239,1,278.81,3,Hibernating
14348,95,8,1959.41,1,Loyal Customers
14349,23,6,1494.51,1,Loyal Customers
14350,65,10,3428.4,1,Loyal Customers
14351,19,23,7422.74,2,Champions
14352,327,1,81.38,3,Hibernating
14353,268,4,316.79,3,Hibernating
14354,151,1,204.79,3,Hibernating
14355,193,1,203.77,3,Hibernating
14356,29,5,1043.35,1,Loyal Customers
14357,21,27,13160.6,2,Champions
14358,16,1,522.2,0,At Risk
14359,183,1,197.82,3,Hibernating
14360,20,3,1154.88,1,Loyal Customers
14361,47,16,5101.44,1,Loyal Customers
14362,259,2,235.71,3,Hibernating
14363,26,4,1559.41,1,Loyal Customers
14364,179,2,480.84,0,At Risk
14365,12,24,18716.3,2,Champions
14366,196,14,1663.69,1,Loyal Customers
14367,18,4,501.74,1,Loyal Customers
14368,196,1,272.92,3,Hibernating
14369,140,3,192.0,3,Hibernating
14370,13,27,5942.23,2,Champions
14371,196,1,161.47,3,Hibernating
14372,197,1,164.76,3,Hibernating
14373,153,3,504.77,0,At Risk
14374,168,1,171.95,3,Hibernating
14375,373,1,38.58,3,Hibernating
14376,15,8,3529.89,1,Loyal Customers
14377,28,6,1269.08,1,Loyal Customers
14378,23,3,1166.19,1,Loyal Customers
14379,178,1,138.88,3,Hibernating
14380,222,1,197.13,3,Hibernating
14381,69,3,295.85,0,At Risk
14382,39,9,1579.74,1,Loyal Customers
14383,165,1,359.11,3,Hibernating
14384,225,1,120.38,3,Hibernating
14385,75,7,1089.79,1,Loyal Customers
14386,234,1,80.53,3,Hibernating
14387,44,3,1051.37,0,At Risk
14388,94,3,337.03,0,At Risk
14389,190,2,528.79,0,At Risk
14390,187,1,372.21,3,Hibernating
14391,72,8,2900.97,1,Loyal Customers
14392,66,4,694.17,0,At Risk
14393,133,1,252.52,3,Hibernating
14394,373,1,118.69,3,Hibernating
14395,6,25,10302.29,2,Champions
14396,13,4,2866.74,1,Loyal Customers
14397,262,1,434.92,3,Hibernating
14398,123,1,37.08,3,Hibernating
14399,41,1,590.79,0,At Risk
14400,36,7,1779.22,1,Loyal Customers
14401,52,2,552.94,0,At Risk
14402,238,4,109.77,3,Hibernating
14403,113,2,530.02,0,At Risk
14404,224,1,333.21,3,Hibernating
14405,17,24,9990.14,2,Champions
14406,98,1,183.22,3,Hibernating
14407,9,30,18887.24,2,Champions
14408,296,1,151.36,3,Hibernating
14409,11,22,10072.77,2,Champions
14410,26,25,18753.38,2,Champions
14411,43,7,1154.08,1,Loyal Customers
14412,12,2,362.4,0,At Risk
14413,64,10,2205.44,1,Loyal Customers
14414,92,1,278.18,0,At Risk
14415,365,1,312.14,3,Hibernating
14416,101,3,1333.24,0,At Risk
14417,29,3,806.18,1,Loyal Customers
14418,47,8,2187.39,1,Loyal Customers
14419,264,2,536.14,3,Hibernating
14420,5,3,2380.19,1,Loyal Customers
14421,106,1,358.25,0,At Risk
14422,24,25,20895.74,2,Champions
14423,63,1,327.88,0,At Risk
14424,41,3,259.26,0,At Risk
14425,7,22,11437.84,2,Champions
14426,11,21,14366.76,2,Champions
14427,183,1,333.12,3,Hibernating
14428,37,15,8447.4,2,Champions
14429,171,2,435.47,0,At Risk
14430,85,5,835.98,0,At Risk
14431,205,1,135.13,3,Hibernating
14432,155,1,276.61,3,Hibernating
14433,56,24,6115.5,2,Champions
14434,338,1,101.12,3,Hibernating
14435,66,1,1003.32,0,At Risk
14436,75,5,849.76,0,At Risk
14437,71,1,315.66,0,At Risk
14438,70,1,230.52,0,At Risk
14439,92,4,563.6,0,At Risk
14440,86,8,4336.13,1,Loyal Customers
14441,8,17,10157.08,2,Champions
14442,134,1,97.2,3,Hibernating
14443,189,2,173.12,3,Hibernating
14444,93,4,729.5,0,At Risk
14445,160,1,227.78,3,Hibernating
14446,59,9,700.03,1,Loyal Customers
14447,172,1,87.24,3,Hibernating
14448,254,2,137.52,3,Hibernating
14449,73,1,257.71,0,At Risk
14450,15,12,5520.02,2,Champions
14451,32,8,2101.72,1,Loyal Customers
14452,12,19,12134.13,2,Champions
14453,100,1,352.83,0,At Risk
14454,234,1,44.43,3,Hibernating
14455,32,3,722.93,0,At Risk
14456,37,6,889.53,1,Loyal Customers
14457,37,4,1057.75,1,Loyal Customers
14458,40,1,916.93,0,At Risk
14459,108,9,3068.52,1,Loyal Customers
14460,87,7,2629.51,1,Loyal Customers
14461,145,1,249.44,3,Hibernating
14462,2,26,11703.6,2,Champions
14463,73,1,349.6,0,At Risk
14464,21,5,1367.98,1,Loyal Customers
14465,19,24,6289.36,2,Champions
14466,101,1,175.88,3,Hibernating
14467,167,2,675.59,0,At Risk
14468,13,5,1055.78,1,Loyal Customers
14469,216,1,115.66,3,Hibernating
14470,183,5,1504.6,0,At Risk
14471,60,6,2829.33,1,Loyal Customers
14472,220,1,112.81,3,Hibernating
14473,154,1,167.53,3,Hibernating
14474,5,6,2665.77,1,Loyal Customers
14475,89,1,420.02,0,At Risk
14476,259,3,225.92,3,Hibernating
14477,22,21,14187.2,2,Champions
14478,117,1,228.99,3,Hibernating
14479,3,18,7747.77,2,Champions
14480,123,3,1448.81,0,At Risk
14481,352,1,367.32,3,Hibernating
14482,32,2,413.63,0,At Risk
14483,104,1,202.52,3,Hibernating
14484,66,5,958.31,1,Loyal Customers
14485,26,4,524.63,1,Loyal Customers
14486,111,1,132.15,3,Hibernating
14487,42,8,867.43,1,Loyal Customers
14488,180,3,1551.96,0,At Risk
14489,24,5,767.8,1,Loyal Customers
14490,317,5,611.11,0,At Risk
14491,106,1,124.93,3,Hibernating
14492,41,5,1099.46,1,Loyal Customers
14493,61,15,7049.78,1,Loyal Customers
14494,118,1,383.91,3,Hibernating
14495,78,1,287.13,0,At Risk
14496,121,1,236.59,3,Hibernating
14497,138,1,259.68,3,Hibernating
14498,154,1,80.96,3,Hibernating
14499,25,4,471.28,1,Loyal Customers
14500,7,21,10403.17,2,Champions
14501,360,1,221.35,3,Hibernating
14502,24,29,12894.35,2,Champions
14503,373,1,224.39,3,Hibernating
14504,215,2,313.09,3,Hibernating
14505,129,1,120.81,3,Hibernating
14506,49,6,2166.72,1,Loyal Customers
14507,200,2,336.35,3,Hibernating
14508,361,1,139.87,3,Hibernating
14509,49,7,1019.74,1,Loyal Customers
14510,73,6,2535.37,1,Loyal Customers
14511,7,21,10474.37,2,Champions
14512,47,10,4253.45,1,Loyal Customers
14513,293,1,65.14,3,Hibernating
14514,26,5,1382.61,1,Loyal Customers
14515,345,1,102.16,3,Hibernating
